ticket_id,ticket_type,subject,description,customer_age,channel,sentiment,urgency_score,impact_score,priority
1591,Product inquiry,Question about product,I have a general question and would like some clarification.,46,Social media,positive,0,0,Low
3227,Shipping inquiry,Product issue,I requested a refund and would like an update.,23,Social media,negative,1,1,Medium
8166,Critical technical issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,32,Phone,negative,4,3,Critical
2237,Shipping inquiry,Shipping question,I requested a refund and would like an update.,46,Social media,negative,2,2,Medium
288,General question,Product information,Can you provide some details about this product?,43,Chat,neutral,0,1,Low
1739,Product inquiry,Product information,Could you explain the available options?,66,Phone,neutral,1,1,Low
5403,Shipping issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,33,Social media,negative,2,3,High
7584,Critical billing issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,53,Email,negative,4,3,Critical
3911,Refund request,Product issue,I am having a problem with my product and need assistance.,50,Chat,neutral,1,2,Medium
5339,Shipping issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,59,Chat,negative,3,2,High
8299,Critical technical issue,Critical system failure,I have a serious security concern and need immediate assistance. Please help me resolve this issue.,69,Chat,negative,4,4,Critical
1924,General question,Question about product,I would like more information about the product.,49,Phone,neutral,1,1,Low
4982,Billing issue,Payment problem,I cannot access my account and this is affecting my work.,64,Phone,negative,3,2,High
2828,Product issue,Billing problem,I have a billing issue that needs to be checked.,64,Email,neutral,2,2,Medium
1685,Product inquiry,Product information,I have a general question and would like some clarification.,55,Social media,positive,1,0,Low
5613,Billing issue,Account access issue,I cannot access my account and this is affecting my work.,49,Email,negative,2,3,High
1339,Information request,Product information,I would like more information about the product.,31,Social media,neutral,1,1,Low
3263,Product issue,Refund question,My delivery has a problem and I need assistance.,27,Phone,neutral,2,1,Medium
4551,Technical issue,Account access issue,My order is significantly delayed and I need help urgently.,27,Chat,negative,2,2,High
2743,Product issue,Shipping question,I requested a refund and would like an update.,52,Email,neutral,2,2,Medium
994,Information request,Product information,Could you explain the available options?,37,Phone,neutral,0,0,Low
7046,Security issue,Security concern,I cannot access critical business data and need this resolved immediately.,36,Phone,negative,3,4,Critical
651,Product inquiry,Question about product,I have a general question and would like some clarification.,63,Social media,positive,0,0,Low
4802,Shipping issue,Payment problem,My order is significantly delayed and I need help urgently.,62,Social media,negative,3,2,High
2903,Refund request,Product issue,I am having a problem with my product and need assistance.,27,Chat,negative,1,2,Medium
2259,Shipping inquiry,Shipping question,My delivery has a problem and I need assistance.,20,Chat,negative,2,1,Medium
4669,Account problem,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,20,Chat,negative,2,2,High
4978,Shipping issue,Payment problem,My product has stopped working and I need a replacement as soon as possible.,55,Phone,negative,3,2,High
2987,Product issue,Shipping question,I have a billing issue that needs to be checked.,40,Chat,neutral,1,2,Medium
7989,Security issue,Critical system failure,The service has completely stopped working and is blocking critical operations.,43,Chat,negative,4,4,Critical
2122,Product issue,Product issue,I requested a refund and would like an update. Please help me resolve this issue.,45,Chat,neutral,1,1,Medium
7072,Critical billing issue,Critical system failure,I have a serious security concern and need immediate assistance.,50,Social media,negative,4,4,Critical
3661,Product issue,Refund question,My delivery has a problem and I need assistance.,31,Phone,negative,1,1,Medium
4732,Billing issue,Urgent product problem,I cannot access my account and this is affecting my work.,39,Chat,negative,3,2,High
1565,General question,Need some information,I would like more information about the product.,43,Email,positive,1,0,Low
6569,Critical billing issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations.,66,Social media,negative,4,3,Critical
4994,Technical issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,34,Phone,negative,3,2,High
2585,Billing inquiry,Product issue,My delivery has a problem and I need assistance.,52,Social media,negative,2,1,Medium
3590,Refund request,Refund question,I have a billing issue that needs to be checked.,42,Social media,neutral,1,2,Medium
2186,Product issue,Refund question,My delivery has a problem and I need assistance.,33,Chat,negative,2,1,Medium
3197,Refund request,Billing problem,I requested a refund and would like an update.,61,Phone,negative,2,1,Medium
709,Information request,Question about product,Can you provide some details about this product?,58,Chat,positive,0,1,Low
1232,Information request,Question about product,I have a general question and would like some clarification.,45,Social media,positive,0,0,Low
6272,Shipping issue,Account access issue,I was charged incorrectly and need the issue resolved quickly. Please help me resolve this issue.,47,Social media,negative,2,2,High
1259,Product inquiry,Product information,I have a general question and would like some clarification. Please help me resolve this issue.,70,Chat,positive,0,0,Low
2255,Refund request,Refund question,There is an issue with my recent order and I need help.,38,Social media,negative,1,1,Medium
1952,Information request,Question about product,Can you provide some details about this product?,59,Email,neutral,1,0,Low
7985,Critical technical issue,Security concern,The service has completely stopped working and is blocking critical operations.,48,Phone,negative,4,4,Critical
114,General question,Need some information,I have a general question and would like some clarification.,45,Chat,positive,0,0,Low
